"","sample","species","nReads"
"2857","LL_201807","Cliona chilensis",34490
"2858","LL_201807","Cochliopodium larifeili",10
"2859","LL_201807","Cylindrotheca closterium",7791
"2860","LL_201807","Dasybranchus sp. DH1",62
"2861","LL_201807","Dictyocha speculum",6
"2862","LL_201807","Emiliania huxleyi",10429
"2863","LL_201807","Gelidium vagum",50
"2864","LL_201807","Halichondria panicea",193
"2865","LL_201807","Halicyclops itohi",23
"2866","LL_201807","Halophytophthora avicenniae",3
"2867","LL_201807","Hemigrapsus oregonensis",20
"2868","LL_201807","Homo sapiens",274
"2869","LL_201807","Lichtheimia ramosa",11
"2870","LL_201807","Littorina plena",2336
"2871","LL_201807","Mayamaea permitis",34
"2872","LL_201807","Micromonas pusilla",13130
"2873","LL_201807","Minutocellus polymorphus",72367
"2874","LL_201807","Navicula cryptocephala",556
"2875","LL_201807","Nuttallia olivacea",518
"2876","LL_201807","Obelia bidentata",122
"2877","LL_201807","Ostrea lurida",3883
"2878","LL_201807","Paracalanus sp. C AC-2013",21
"2879","LL_201807","Parvamoeba rugata",25
"2880","LL_201807","Phaeocystis antarctica",356
"2881","LL_201807","Plagiogramma sp. IAL-2014a",16
"2882","LL_201807","Podosira stelligera",1134
"2883","LL_201807","Polycirrus sp. CMC05",16080
"2884","LL_201807","Porichthys notatus",467
"2885","LL_201807","Poteriospumella lacustris",310
"2886","LL_201807","Pseudochattonella farcimen",465
"2887","LL_201807","Pycnococcus provasolii",13477
"2888","LL_201807","Rhizosolenia setigera",207
"2889","LL_201807","Saprolegnia diclina",16
"2890","LL_201807","Sarocladium implicatum",398
"2891","LL_201807","Saxidomus gigantea",12
"2892","LL_201807","Skeletonema dohrnii",15
"2893","LL_201807","Sphacelaria sp. 2 AP-2014",71
"2894","LL_201807","Thalassionema nitzschioides",2682
"2895","LL_201807","Thalassiosira nordenskioeldii",149
"2896","LL_201807","Thalassiosira punctigera",1058
"2897","LL_201807","Triparma laevis",82
"2898","LL_201807",NA,172442
"2899","PO_201703","Alitta sp. CMC01",31
"2900","PO_201703","Balanus glandula",4020
"2901","PO_201703","Barantolla americana CMC01",83362
"2902","PO_201703","Bathycoccus prasinos",1093609
"2903","PO_201703","Centropages abdominalis",32245
"2904","PO_201703","Chaetoceros socialis",1931
"2905","PO_201703","Chattonella subsalsa",2151
"2906","PO_201703","Chordariaceae sp. 7 AP-2014",932
"2907","PO_201703","Chrysochromulina sp. CCMP291",23
"2908","PO_201703","Coscinodiscus wailesii",11
"2909","PO_201703","Cylindrotheca closterium",435
"2910","PO_201703","Dictyocha speculum",3740
"2911","PO_201703","Ditylum brightwellii",23
"2912","PO_201703","Ectocarpus siliculosus",91
"2913","PO_201703","Emiliania huxleyi",111
"2914","PO_201703","Gomphonema clevei",2
"2915","PO_201703","Gracilaria vermiculophylla",112
"2916","PO_201703","Hartmannella cantabrigiensis",4
"2917","PO_201703","Hemigrapsus oregonensis",2
"2918","PO_201703","Heterocapsa rotundata",857
"2919","PO_201703","Hildenbrandia sp. 27GWS",9
"2920","PO_201703","Hincksia hincksiae",17
"2921","PO_201703","Homo sapiens",9586
"2922","PO_201703","Karlodinium veneficum",74
"2923","PO_201703","Leitoscoloplos pugettensis CMC01",11
"2924","PO_201703","Littorina plena",44
"2925","PO_201703","Lottia paradigitalis",60
"2926","PO_201703","Melosira nummuloides",473
"2927","PO_201703","Micromonas pusilla",289571
"2928","PO_201703","Minutocellus polymorphus",15395
"2929","PO_201703","Navicula cryptocephala",124
"2930","PO_201703","Nitzschia cf. promare",70
"2931","PO_201703","Orthocladius sp. BOLD-2016",38
"2932","PO_201703","Pectinaria granulata CMC01",11
"2933","PO_201703","Pedospumella sinomuralis",8
"2934","PO_201703","Peronospora violae",5
"2935","PO_201703","Phaeocystis antarctica",412261
"2936","PO_201703","Phaeocystis globosa",43
"2937","PO_201703","Phoronopsis harmeri",3
"2938","PO_201703","Pinnularia sp. 5 CS-2011",48
"2939","PO_201703","Platichthys stellatus",82
"2940","PO_201703","Poteriospumella lacustris",8718
"2941","PO_201703","Pseudocalanus newmani",33
"2942","PO_201703","Pseudochattonella farcimen",275
"2943","PO_201703","Pyramimonas parkeae",673
"2944","PO_201703","Pythium pachycaule",11
"2945","PO_201703","Pythium sp. CAL-2011c",27
"2946","PO_201703","Pythium tracheiphilum",4
"2947","PO_201703","Rhizosolenia setigera",55
"2948","PO_201703","Ruditapes philippinarum",6
"2949","PO_201703","Scopalina ruetzleri",13
"2950","PO_201703","Skeletonema dohrnii",70
"2951","PO_201703","Stelligera rigida",101
"2952","PO_201703","Thalassionema nitzschioides",31
"2953","PO_201703","Thalassiosira nordenskioeldii",2547
"2954","PO_201703","Triparma laevis",98041
"2955","PO_201703",NA,446687
"2956","PO_201705","Acartia longiremis",338
"2957","PO_201705","Aequorea sp. MW-2012",5
"2958","PO_201705","Albugo candida",14
"2959","PO_201705","Attheya longicornis",948
"2960","PO_201705","Bathycoccus prasinos",160
"2961","PO_201705","Brachionidae sp. SHYT150702c",96
"2962","PO_201705","Calanus pacificus",175
"2963","PO_201705","Centropages abdominalis",185012
"2964","PO_201705","Chaetoceros socialis",7422
"2965","PO_201705","Chrysochromulina sp. CCMP291",351
"2966","PO_201705","Chthamalus dalli",371
"2967","PO_201705","Citharichthys sordidus",29
"2968","PO_201705","Cylindrotheca closterium",764
"2969","PO_201705","Dendraster excentricus",11
"2970","PO_201705","Dictyocha speculum",713
"2971","PO_201705","Ditylum brightwellii",884
"2972","PO_201705","Dolichomastix tenuilepis",7
"2973","PO_201705","Emiliania huxleyi",156
"2974","PO_201705","Gracilaria vermiculophylla",37
"2975","PO_201705","Hypomesus pretiosus",10
"2976","PO_201705","Lichtheimia ramosa",6
"2977","PO_201705","Littorina plena",19
"2978","PO_201705","Macoma nasuta",290
"2979","PO_201705","Micromonas pusilla",9370
"2980","PO_201705","Minutocellus polymorphus",87
"2981","PO_201705","Mytilus trossulus",93
"2982","PO_201705","Nitzschia cf. promare",38
"2983","PO_201705","Nitzschia longissima",39
"2984","PO_201705","Nuttallia olivacea",8
"2985","PO_201705","Paracalanus sp. C AC-2013",209
"2986","PO_201705","Protoperidinium cf. depressum",381
"2987","PO_201705","Pseudochattonella farcimen",24
"2988","PO_201705","Pythium tracheiphilum",51
"2989","PO_201705","Saprolegnia diclina",324
"2990","PO_201705","Skeletonema japonicum",21
"2991","PO_201705","Thalassiosira nordenskioeldii",8354
"2992","PO_201705","Thalassiosira punctigera",6
"2993","PO_201705","Triparma laevis",42
"2994","PO_201705",NA,339011
"2995","PO_201706","Aequorea sp. MW-2012",612
"2996","PO_201706","Albugo candida",18
"2997","PO_201706","Asterionellopsis guyunusae",137
"2998","PO_201706","Attheya longicornis",41
"2999","PO_201706","Bathycoccus prasinos",20326
"3000","PO_201706","Blastocladiella emersonii",232
"3001","PO_201706","Calanus pacificus",1172
"3002","PO_201706","Chaetoceros socialis",161
"3003","PO_201706","Chaetoceros sp. MBTD-CMFRI-S062",7
"3004","PO_201706","Chattonella subsalsa",315
"3005","PO_201706","Chordariaceae sp. 7 AP-2014",27
"3006","PO_201706","Chrysochromulina sp. CCMP291",412
"3007","PO_201706","Cylindrotheca closterium",5693
"3008","PO_201706","Cymatogaster aggregata",105
"3009","PO_201706","Cymbomonas tetramitiformis",599
"3010","PO_201706","Dendraster excentricus",3559
"3011","PO_201706","Ditylum brightwellii",63
"3012","PO_201706","Dolichomastix tenuilepis",228
"3013","PO_201706","Emiliania huxleyi",18608
"3014","PO_201706","Fucus distichus",4
"3015","PO_201706","Gracilaria vermiculophylla",188
"3016","PO_201706","Haramonas dimorpha",325
"3017","PO_201706","Hemigrapsus oregonensis",6
"3018","PO_201706","Leitoscoloplos pugettensis CMC01",369
"3019","PO_201706","Lichtheimia ramosa",10
"3020","PO_201706","Littorina plena",3
"3021","PO_201706","Mayamaea permitis",22
"3022","PO_201706","Micromonas pusilla",28490
"3023","PO_201706","Minutocellus polymorphus",8926
"3024","PO_201706","Monocorophium acherusicum",7
"3025","PO_201706","Musculista senhousia",17
"3026","PO_201706","Myrionema balticum",9
"3027","PO_201706","Mytilus trossulus",88
"3028","PO_201706","Navicula cryptocephala",233
"3029","PO_201706","Navicula sp. BOLD:AAO6951",65
"3030","PO_201706","Nitzschia cf. promare",135
"3031","PO_201706","Nitzschia longissima",63
"3032","PO_201706","Nitzschia palea",15
"3033","PO_201706","Nuttallia olivacea",701
"3034","PO_201706","Paracalanus sp. C AC-2013",597
"3035","PO_201706","Parvamoeba rugata",3
"3036","PO_201706","Pedospumella sinomuralis",33
"3037","PO_201706","Phaeocystis antarctica",1363
"3038","PO_201706","Phytophthora multivora",60
"3039","PO_201706","Platynereis sp. CMC02",13
"3040","PO_201706","Poteriospumella lacustris",727
"3041","PO_201706","Prasinoderma coloniale",8681
"3042","PO_201706","Protoperidinium cf. depressum",167
"3043","PO_201706","Pseudo-nitzschia hasleana",62
"3044","PO_201706","Pseudochattonella farcimen",13990
"3045","PO_201706","Pythium sp. CAL-2011c",45
"3046","PO_201706","Pythium tracheiphilum",1219
"3047","PO_201706","Rhizosolenia setigera",40814
"3048","PO_201706","Ruditapes philippinarum",9
"3049","PO_201706","Saprolegnia diclina",49
"3050","PO_201706","Skeletonema dohrnii",43164
"3051","PO_201706","Thalassionema nitzschioides",25
"3052","PO_201706","Thalassiosira nordenskioeldii",9580
"3053","PO_201706","Thecamonas trahens",3
"3054","PO_201706","Triparma laevis",4822
"3055","PO_201706",NA,562933
"3056","PO_201707","Balanus glandula",4
"3057","PO_201707","Barantolla americana CMC01",116
"3058","PO_201707","Bathycoccus prasinos",89799
"3059","PO_201707","Caulacanthus ustulatus",182
"3060","PO_201707","Chrysochromulina sp. CCMP291",4
"3061","PO_201707","Crassostrea gigas",189
"3062","PO_201707","Cylindrotheca closterium",2126
"3063","PO_201707","Cymbomonas tetramitiformis",12
"3064","PO_201707","Dendraster excentricus",5
"3065","PO_201707","Emiliania huxleyi",295881
"3066","PO_201707","Gallus gallus",144
"3067","PO_201707","Gracilaria vermiculophylla",185
"3068","PO_201707","Harpacticoida sp. DNZ085",59
"3069","PO_201707","Homo sapiens",258
"3070","PO_201707","Leucocryptos marina",46
"3071","PO_201707","Lichtheimia ramosa",61
"3072","PO_201707","Littorina plena",46
"3073","PO_201707","Littorina scutulata",74
"3074","PO_201707","Micromonas pusilla",119649
"3075","PO_201707","Minutocellus polymorphus",211691
"3076","PO_201707","Monocorophium acherusicum",105
"3077","PO_201707","Navicula cryptocephala",28
"3078","PO_201707","Navicula sp. BOLD:AAO6951",58
"3079","PO_201707","Nereis vexillosa",36
"3080","PO_201707","Nitzschia palea",114
"3081","PO_201707","Obelia bidentata",7
"3082","PO_201707","Ostrea lurida",29895
"3083","PO_201707","Paracalanus sp. C AC-2013",83
"3084","PO_201707","Platichthys stellatus",21
"3085","PO_201707","Poteriospumella lacustris",46
"3086","PO_201707","Prasinoderma coloniale",123
"3087","PO_201707","Pseudochattonella farcimen",59
"3088","PO_201707","Pythium sp. CAL-2011c",3
"3089","PO_201707","Rhizosolenia setigera",4
"3090","PO_201707","Ruditapes philippinarum",1424
"3091","PO_201707","Saprolegnia diclina",3
"3092","PO_201707","Skeletonema dohrnii",9
"3093","PO_201707","Stiliger fuscovittatus",7
"3094","PO_201707","Thalassiosira nordenskioeldii",216
"3095","PO_201707","Triparma laevis",304
"3096","PO_201707",NA,362575
"3097","PO_201708","Balanus balanus",3
"3098","PO_201708","Balanus glandula",13
"3099","PO_201708","Bathycoccus prasinos",95348
"3100","PO_201708","Botrylloides violaceus",450
"3101","PO_201708","Caulacanthus ustulatus",469
"3102","PO_201708","Chordariaceae sp. 2 AP-2014",45
"3103","PO_201708","Chrysochromulina sp. CCMP291",17
"3104","PO_201708","Cliona chilensis",107
"3105","PO_201708","Crassostrea gigas",3
"3106","PO_201708","Cylindrotheca closterium",782
"3107","PO_201708","Cymbomonas tetramitiformis",167
"3108","PO_201708","Dolichomastix tenuilepis",8
"3109","PO_201708","Emiliania huxleyi",25627
"3110","PO_201708","Gallus gallus",14
"3111","PO_201708","Gelidiophycus freshwateri",297
"3112","PO_201708","Gracilaria vermiculophylla",77
"3113","PO_201708","Halichondria panicea",78
"3114","PO_201708","Haramonas dimorpha",8
"3115","PO_201708","Harpacticoida sp. DNZ085",10317
"3116","PO_201708","Hematodinium sp.",3
"3117","PO_201708","Hemigrapsus oregonensis",38
"3118","PO_201708","Hemipodia simplex",1623
"3119","PO_201708","Heterocapsa rotundata",375
"3120","PO_201708","Heterosigma akashiwo",98
"3121","PO_201708","Homo sapiens",154
"3122","PO_201708","Lomentaria hakodatensis",9
"3123","PO_201708","Micromonas pusilla",273689
"3124","PO_201708","Minutocellus polymorphus",9860
"3125","PO_201708","Monocorophium acherusicum",29
"3126","PO_201708","Navicula cryptocephala",85
"3127","PO_201708","Ostrea lurida",3447
"3128","PO_201708","Paracalanus sp. C AC-2013",16475
"3129","PO_201708","Phaeocystis antarctica",11
"3130","PO_201708","Podosira stelligera",120
"3131","PO_201708","Porichthys notatus",30
"3132","PO_201708","Poteriospumella lacustris",138
"3133","PO_201708","Prasinoderma coloniale",1126
"3134","PO_201708","Pseudochattonella farcimen",5783
"3135","PO_201708","Pycnococcus provasolii",9
"3136","PO_201708","Pythium sp. CAL-2011c",20
"3137","PO_201708","Rhinogobiops nicholsii",130
"3138","PO_201708","Rhizosolenia setigera",40
"3139","PO_201708","Saprolegnia diclina",127
"3140","PO_201708","Sarcodiotheca sp. 2gaudichaudii",39
"3141","PO_201708","Saxidomus gigantea",3
"3142","PO_201708","Skeletonema dohrnii",6
"3143","PO_201708","Skeletonema japonicum",13
"3144","PO_201708","Thalassionema nitzschioides",25
"3145","PO_201708","Thalassiosira nordenskioeldii",16
"3146","PO_201708","Thalassiosira punctigera",200
"3147","PO_201708","Triparma laevis",215
"3148","PO_201708",NA,671003
"3149","PO_201709","Apodachlya minima",25
"3150","PO_201709","Asterionellopsis guyunusae",1936
"3151","PO_201709","Bathycoccus prasinos",11053
"3152","PO_201709","Brachionidae sp. SHYT150702c",75
"3153","PO_201709","Cafeteria roenbergensis",52
"3154","PO_201709","Calanus pacificus",1080
"3155","PO_201709","Caulacanthus ustulatus",21
"3156","PO_201709","Centropages abdominalis",2
"3157","PO_201709","Chaetoceros socialis",6502
"3158","PO_201709","Chattonella subsalsa",63
"3159","PO_201709","Chrysochromulina sp. CCMP291",2184
"3160","PO_201709","Coscinodiscus wailesii",30
"3161","PO_201709","Crassostrea gigas",24
"3162","PO_201709","Cylindrotheca closterium",78
"3163","PO_201709","Cymatogaster aggregata",15
"3164","PO_201709","Cymbomonas tetramitiformis",5
"3165","PO_201709","Dictyocha speculum",5035
"3166","PO_201709","Ditylum brightwellii",39
"3167","PO_201709","Dolichomastix tenuilepis",12
"3168","PO_201709","Emiliania huxleyi",5226
"3169","PO_201709","Gracilaria vermiculophylla",2640
"3170","PO_201709","Halicyclops itohi",112
"3171","PO_201709","Haptoglossa sp. DM2 4/12",33
"3172","PO_201709","Hincksia hincksiae",83
"3173","PO_201709","Homo sapiens",201
"3174","PO_201709","Karlodinium veneficum",30
"3175","PO_201709","Keratella cochlearis",132
"3176","PO_201709","Micromonas pusilla",17087
"3177","PO_201709","Minutocellus polymorphus",49886
"3178","PO_201709","Muggiaea atlantica",6
"3179","PO_201709","Nereis vexillosa",1792
"3180","PO_201709","Nitzschia palea",228
"3181","PO_201709","Oncorhynchus keta",15
"3182","PO_201709","Paracalanus sp. C AC-2013",345
"3183","PO_201709","Pedospumella sinomuralis",107
"3184","PO_201709","Phaeocystis globosa",1110
"3185","PO_201709","Phytophthora multivora",137
"3186","PO_201709","Poteriospumella lacustris",8
"3187","PO_201709","Prasinoderma coloniale",1280
"3188","PO_201709","Protoperidinium cf. depressum",38
"3189","PO_201709","Pseudochattonella farcimen",1668
"3190","PO_201709","Pythium pachycaule",93
"3191","PO_201709","Pythium tracheiphilum",395
"3192","PO_201709","Rhizosolenia setigera",4
"3193","PO_201709","Ruditapes philippinarum",16
"3194","PO_201709","Saxidomus gigantea",540
"3195","PO_201709","Skeletonema dohrnii",25278
"3196","PO_201709","Thalassiosira nordenskioeldii",9889
"3197","PO_201709","Thalassiosira punctigera",34
"3198","PO_201709","Triparma laevis",1347
"3199","PO_201709",NA,471012
"3200","PO_201711","Acartia longiremis",8
"3201","PO_201711","Articulospora tetracladia",77
"3202","PO_201711","Asterionellopsis guyunusae",5
"3203","PO_201711","Attheya longicornis",33
"3204","PO_201711","Aurelia labiata",133
"3205","PO_201711","Balanus glandula",222
"3206","PO_201711","Bathycoccus prasinos",789
"3207","PO_201711","Brachionidae sp. SHYT150702c",351
"3208","PO_201711","Bursaphelenchus cocophilus",75
"3209","PO_201711","Callithamnion corymbosum",2
"3210","PO_201711","Cancer productus",551
"3211","PO_201711","Centropages abdominalis",24
"3212","PO_201711","Chaetoceros socialis",3820
"3213","PO_201711","Chattonella subsalsa",1054
"3214","PO_201711","Chrysochromulina sp. CCMP291",558
"3215","PO_201711","Cochliopodium sp. SG-2014",176
"3216","PO_201711","Coscinodiscus wailesii",4
"3217","PO_201711","Cunea thuwala",94
"3218","PO_201711","Cylindrotheca closterium",42
"3219","PO_201711","Dendraster excentricus",453
"3220","PO_201711","Dialonectria episphaeria",57
"3221","PO_201711","Dictyocha speculum",442
"3222","PO_201711","Ditylum brightwellii",801
"3223","PO_201711","Emiliania huxleyi",1624
"3224","PO_201711","Fucus distichus",10
"3225","PO_201711","Galactomyces candidum",86
"3226","PO_201711","Gracilaria vermiculophylla",500
"3227","PO_201711","Halophytophthora avicenniae",197
"3228","PO_201711","Hartmannella cantabrigiensis",124
"3229","PO_201711","Heterocapsa rotundata",246
"3230","PO_201711","Hildenbrandia sp. 27GWS",45
"3231","PO_201711","Homo sapiens",7245
"3232","PO_201711","Hypomesus pretiosus",33
"3233","PO_201711","Lichtheimia ramosa",19
"3234","PO_201711","Melosira ambiqua",43
"3235","PO_201711","Melosira nummuloides",19913
"3236","PO_201711","Micromonas pusilla",3279
"3237","PO_201711","Minutocellus polymorphus",1432
"3238","PO_201711","Muggiaea atlantica",60
"3239","PO_201711","Mytilus trossulus",6616
"3240","PO_201711","Nassarius mendicus",8880
"3241","PO_201711","Navicula cryptocephala",343
"3242","PO_201711","Oncorhynchus keta",43488
"3243","PO_201711","Ostrea lurida",124
"3244","PO_201711","Paracalanus sp. C AC-2013",113
"3245","PO_201711","Paramoeba pemaquidensis",8
"3246","PO_201711","Pedospumella sinomuralis",560
"3247","PO_201711","Penicillium sclerotiorum",74
"3248","PO_201711","Petalonia fascia",28
"3249","PO_201711","Phaeocystis antarctica",21
"3250","PO_201711","Phaeocystis globosa",33
"3251","PO_201711","Phytophthora megasperma",290
"3252","PO_201711","Phytophthora multivora",4
"3253","PO_201711","Pinnularia parvulissima",3093
"3254","PO_201711","Protoperidinium cf. depressum",64
"3255","PO_201711","Pseudo-nitzschia cuspidata",33
"3256","PO_201711","Pseudobradya attenuata",467
"3257","PO_201711","Pseudochattonella farcimen",16544
"3258","PO_201711","Pyramimonas parkeae",5
"3259","PO_201711","Pythium periplocum",25
"3260","PO_201711","Pythium tracheiphilum",396
"3261","PO_201711","Rhizosolenia setigera",15
"3262","PO_201711","Ruditapes philippinarum",99
"3263","PO_201711","Saprolegnia diclina",6
"3264","PO_201711","Skeletonema dohrnii",251
"3265","PO_201711","Skeletonema japonicum",13
"3266","PO_201711","Spongospora subterranea",50
"3267","PO_201711","Synchaetomella acerina",46
"3268","PO_201711","Thalassiosira nordenskioeldii",933
"3269","PO_201711","Trebouxia aggregata",18
"3270","PO_201711","Triparma laevis",22
"3271","PO_201711",NA,250225
"3272","PO_201801","Albugo candida",15
"3273","PO_201801","Amphicaryon earnesti",35
"3274","PO_201801","Attheya longicornis",159
"3275","PO_201801","Balanus balanus",201
"3276","PO_201801","Bathycoccus prasinos",45125
"3277","PO_201801","Calanus pacificus",1219
"3278","PO_201801","Carcinonemertes errans",27
"3279","PO_201801","Chattonella subsalsa",306
"3280","PO_201801","Chrysaora melanaster",19
"3281","PO_201801","Chrysochromulina sp. CCMP291",2
"3282","PO_201801","Cochliopodium larifeili",18
"3283","PO_201801","Coscinodiscus wailesii",9
"3284","PO_201801","Cylindrotheca closterium",11557
"3285","PO_201801","Dictyocha speculum",286
"3286","PO_201801","Ditylum brightwellii",601
"3287","PO_201801","Hincksia hincksiae",3402
"3288","PO_201801","Homo sapiens",585
"3289","PO_201801","Lichtheimia ramosa",7
"3290","PO_201801","Littorina plena",21887
"3291","PO_201801","Melosira ambiqua",249
"3292","PO_201801","Melosira nummuloides",11716
"3293","PO_201801","Micromonas pusilla",27075
"3294","PO_201801","Minutocellus polymorphus",14639
"3295","PO_201801","Nanomia cara",56
"3296","PO_201801","Navicula cryptocephala",313
"3297","PO_201801","Navicula sp. BOLD:AAO6949",10
"3298","PO_201801","Nitzschia cf. promare",7012
"3299","PO_201801","Nitzschia cf. recta RT-2009",27
"3300","PO_201801","Ostrea lurida",3
"3301","PO_201801","Paracalanus sp. C AC-2013",86
"3302","PO_201801","Pedospumella sinomuralis",281
"3303","PO_201801","Petalonia fascia",117
"3304","PO_201801","Phaeocystis antarctica",4656
"3305","PO_201801","Phaeocystis globosa",431
"3306","PO_201801","Pinnularia parvulissima",1840
"3307","PO_201801","Plagiogramma sp. IAL-2014a",3
"3308","PO_201801","Protoperidinium cf. depressum",22
"3309","PO_201801","Pseudo-nitzschia cuspidata",4
"3310","PO_201801","Pycnococcus provasolii",206
"3311","PO_201801","Rhizosolenia setigera",1509
"3312","PO_201801","Ruditapes philippinarum",29
"3313","PO_201801","Skeletonema dohrnii",289
"3314","PO_201801","Thalassionema nitzschioides",177
"3315","PO_201801","Thalassiosira nordenskioeldii",626
"3316","PO_201801","Triparma laevis",245
"3317","PO_201801",NA,133558
"3318","PO_201803","Alitta sp. CMC01",16
"3319","PO_201803","Asterionellopsis guyunusae",132
"3320","PO_201803","Attheya longicornis",283
"3321","PO_201803","Balanus balanus",7677
"3322","PO_201803","Balanus glandula",82
"3323","PO_201803","Brachionidae sp. SHYT150702c",5
"3324","PO_201803","Calanus pacificus",10887
"3325","PO_201803","Callithamnion corymbosum",18
"3326","PO_201803","Chaetoceros socialis",279
"3327","PO_201803","Chattonella subsalsa",15341
"3328","PO_201803","Chironomidae sp. BOLD:ACC1767",2426
"3329","PO_201803","Chordariaceae sp. 7 AP-2014",7
"3330","PO_201803","Coscinodiscus wailesii",3
"3331","PO_201803","Cylindrotheca closterium",7511
"3332","PO_201803","Cyphoderia cf. compressa",24
"3333","PO_201803","Dictyocha speculum",314
"3334","PO_201803","Ditylum brightwellii",899
"3335","PO_201803","Emiliania huxleyi",30
"3336","PO_201803","Fistulifera solaris",101
"3337","PO_201803","Grammonema striatula",1431
"3338","PO_201803","Hematodinium sp.",1389
"3339","PO_201803","Homo sapiens",202
"3340","PO_201803","Melosira nummuloides",220
"3341","PO_201803","Membranipora membranacea",9
"3342","PO_201803","Metridium senile",169
"3343","PO_201803","Micromonas pusilla",6
"3344","PO_201803","Minutocellus polymorphus",50
"3345","PO_201803","Muggiaea atlantica",340
"3346","PO_201803","Navicula cryptocephala",24
"3347","PO_201803","Navicula ramosissima",173
"3348","PO_201803","Navicula sp. BOLD:AAO6951",194
"3349","PO_201803","Nitzschia cf. promare",2130
"3350","PO_201803","Nitzschia longissima",1229
"3351","PO_201803","Nitzschia palea",59
"3352","PO_201803","Paracalanus sp. C AC-2013",752
"3353","PO_201803","Parvamoeba rugata",8
"3354","PO_201803","Phaeocystis antarctica",6038
"3355","PO_201803","Phaeocystis globosa",37
"3356","PO_201803","Pinnularia acrosphaeria",87
"3357","PO_201803","Pinnularia sp. 5 CS-2011",2726
"3358","PO_201803","Plagiogramma sp. IAL-2014a",37
"3359","PO_201803","Poteriospumella lacustris",5
"3360","PO_201803","Pseudo-nitzschia delicatissima",74
"3361","PO_201803","Pythium pachycaule",10
"3362","PO_201803","Pythium tracheiphilum",211
"3363","PO_201803","Rhizosolenia setigera",1206
"3364","PO_201803","Saxidomus gigantea",200
"3365","PO_201803","Scopalina ruetzleri",6
"3366","PO_201803","Skeletonema dohrnii",72
"3367","PO_201803","Skeletonema japonicum",781
"3368","PO_201803","Smithora naiadum",7
"3369","PO_201803","Synchaeta pectinata",29
"3370","PO_201803","Thalassionema nitzschioides",315
"3371","PO_201803","Thalassiosira nordenskioeldii",4274
"3372","PO_201803","Thalassiosira punctigera",92
"3373","PO_201803","Triparma laevis",1100
"3374","PO_201803",NA,292689
"3375","PO_201805","Aequorea sp. MW-2012",55
"3376","PO_201805","Ameritella mitchelli",40
"3377","PO_201805","Amphicaryon earnesti",25
"3378","PO_201805","Balanus glandula",4050
"3379","PO_201805","Centropages abdominalis",8136
"3380","PO_201805","Ceramium sp. 3Cal",32
"3381","PO_201805","Chattonella subsalsa",4377
"3382","PO_201805","Chrysochromulina sp. CCMP291",222
"3383","PO_201805","Coscinodiscus wailesii",767
"3384","PO_201805","Cylindrotheca closterium",1399
"3385","PO_201805","Cylindrotheca fusiformis",4
"3386","PO_201805","Dictyocha speculum",95
"3387","PO_201805","Dolichomastix tenuilepis",26
"3388","PO_201805","Evadne nordmanni",3600
"3389","PO_201805","Fistulifera solaris",11
"3390","PO_201805","Gracilaria vermiculophylla",1227
"3391","PO_201805","Harpacticoida sp. DNZ085",25879
"3392","PO_201805","Hematodinium sp.",2
"3393","PO_201805","Hemigrapsus oregonensis",20
"3394","PO_201805","Homo sapiens",131
"3395","PO_201805","Leitoscoloplos pugettensis CMC01",431
"3396","PO_201805","Leuckartiara octona",412
"3397","PO_201805","Lichtheimia ramosa",32
"3398","PO_201805","Littorina plena",224
"3399","PO_201805","Littorina scutulata",577
"3400","PO_201805","Lottia paradigitalis",37
"3401","PO_201805","Melosira nummuloides",33
"3402","PO_201805","Micromonas pusilla",334
"3403","PO_201805","Minutocellus polymorphus",228
"3404","PO_201805","Nanomia cara",10
"3405","PO_201805","Navicula cryptocephala",171
"3406","PO_201805","Navicula sp. BOLD:AAO6951",93
"3407","PO_201805","Nereis vexillosa",118
"3408","PO_201805","Nitzschia cf. promare",659
"3409","PO_201805","Nitzschia cf. recta RT-2009",64
"3410","PO_201805","Nitzschia longissima",944
"3411","PO_201805","Oncorhynchus tshawytscha",20
"3412","PO_201805","Paracalanus sp. C AC-2013",721
"3413","PO_201805","Paramoeba pemaquidensis",33
"3414","PO_201805","Parvamoeba rugata",19
"3415","PO_201805","Phyllodoce medipapillata",231
"3416","PO_201805","Pinnularia sp. 5 CS-2011",2001
"3417","PO_201805","Plagiogramma sp. IAL-2014a",31
"3418","PO_201805","Protoperidinium cf. depressum",13
"3419","PO_201805","Pycnococcus provasolii",33
"3420","PO_201805","Pythium tracheiphilum",902
"3421","PO_201805","Rhizosolenia setigera",1102
"3422","PO_201805","Saxidomus gigantea",10
"3423","PO_201805","Skeletonema japonicum",9
"3424","PO_201805","Stenhelia pubescens",905
"3425","PO_201805","Thalassionema nitzschioides",101
"3426","PO_201805","Thalassiosira nordenskioeldii",2374
"3427","PO_201805","Thalassiosira punctigera",108
"3428","PO_201805","Triparma laevis",369
"3429","PO_201805",NA,248425
"3430","PO_201807","Asterionellopsis guyunusae",14
"3431","PO_201807","Attheya longicornis",7
"3432","PO_201807","Bathycoccus prasinos",2146
"3433","PO_201807","Blastocladiella emersonii",15
"3434","PO_201807","Ceramium sp. 3Cal",24
"3435","PO_201807","Chaetoceros socialis",4
"3436","PO_201807","Chrysochromulina sp. CCMP291",90
"3437","PO_201807","Cylindrotheca closterium",3808
"3438","PO_201807","Cymatogaster aggregata",24
"3439","PO_201807","Cymbomonas tetramitiformis",274
