"","sample","species","nReads"
"10014","LL_201807A.2","Thalassionema nitzschioides",337
"10015","LL_201807A.2","Thalassiosira punctigera",337
"10016","LL_201807A.2","Triparma laevis",82
"10017","LL_201807A.2",NA,20372
"10018","LL_201807A.3","Asterionellopsis guyunusae",40
"10019","LL_201807A.3","Attheya longicornis",7
"10020","LL_201807A.3","Bathycoccus prasinos",49
"10021","LL_201807A.3","Callithamnion corymbosum",62
"10022","LL_201807A.3","Chrysochromulina sp. CCMP291",37
"10023","LL_201807A.3","Cliona chilensis",8685
"10024","LL_201807A.3","Cylindrotheca closterium",2744
"10025","LL_201807A.3","Dasybranchus sp. DH1",28
"10026","LL_201807A.3","Emiliania huxleyi",1314
"10027","LL_201807A.3","Lichtheimia ramosa",11
"10028","LL_201807A.3","Mayamaea permitis",4
"10029","LL_201807A.3","Micromonas pusilla",1658
"10030","LL_201807A.3","Minutocellus polymorphus",19901
"10031","LL_201807A.3","Navicula cryptocephala",312
"10032","LL_201807A.3","Nuttallia olivacea",73
"10033","LL_201807A.3","Ostrea lurida",1225
"10034","LL_201807A.3","Plagiogramma sp. IAL-2014a",16
"10035","LL_201807A.3","Podosira stelligera",214
"10036","LL_201807A.3","Pseudochattonella farcimen",38
"10037","LL_201807A.3","Pycnococcus provasolii",1702
"10038","LL_201807A.3","Sphacelaria sp. 2 AP-2014",8
"10039","LL_201807A.3","Thalassionema nitzschioides",256
"10040","LL_201807A.3","Thalassiosira punctigera",178
"10041","LL_201807A.3",NA,22958
"10042","LL_201807B.1","Asterionellopsis guyunusae",5
"10043","LL_201807B.1","Bathycoccus prasinos",42
"10044","LL_201807B.1","Centropages abdominalis",4
"10045","LL_201807B.1","Cliona chilensis",642
"10046","LL_201807B.1","Cylindrotheca closterium",1008
"10047","LL_201807B.1","Emiliania huxleyi",537
"10048","LL_201807B.1","Halichondria panicea",150
"10049","LL_201807B.1","Littorina plena",117
"10050","LL_201807B.1","Micromonas pusilla",665
"10051","LL_201807B.1","Minutocellus polymorphus",811
"10052","LL_201807B.1","Nuttallia olivacea",47
"10053","LL_201807B.1","Ostrea lurida",390
"10054","LL_201807B.1","Paracalanus sp. C AC-2013",8
"10055","LL_201807B.1","Podosira stelligera",47
"10056","LL_201807B.1","Pycnococcus provasolii",411
"10057","LL_201807B.1","Saxidomus gigantea",12
"10058","LL_201807B.1","Thalassionema nitzschioides",36
"10059","LL_201807B.1","Thalassiosira nordenskioeldii",77
"10060","LL_201807B.1","Thalassiosira punctigera",93
"10061","LL_201807B.1",NA,5212
"10062","LL_201807B.2","Balanus balanus",1301
"10063","LL_201807B.2","Cliona chilensis",3004
"10064","LL_201807B.2","Dasybranchus sp. DH1",8
"10065","LL_201807B.2","Littorina plena",1100
"10066","LL_201807B.2","Micromonas pusilla",1320
"10067","LL_201807B.2","Minutocellus polymorphus",4519
"10068","LL_201807B.2","Nuttallia olivacea",74
"10069","LL_201807B.2","Ostrea lurida",243
"10070","LL_201807B.2","Phaeocystis antarctica",356
"10071","LL_201807B.2","Poteriospumella lacustris",105
"10072","LL_201807B.2","Pseudochattonella farcimen",427
"10073","LL_201807B.2","Pycnococcus provasolii",704
"10074","LL_201807B.2","Thalassionema nitzschioides",1007
"10075","LL_201807B.2",NA,14868
"10076","LL_201807B.3","Asterionellopsis guyunusae",92
"10077","LL_201807B.3","Bathycoccus prasinos",851
"10078","LL_201807B.3","Cliona chilensis",5394
"10079","LL_201807B.3","Emiliania huxleyi",1244
"10080","LL_201807B.3","Halophytophthora avicenniae",3
"10081","LL_201807B.3","Littorina plena",703
"10082","LL_201807B.3","Mayamaea permitis",13
"10083","LL_201807B.3","Micromonas pusilla",2635
"10084","LL_201807B.3","Minutocellus polymorphus",9920
"10085","LL_201807B.3","Navicula cryptocephala",32
"10086","LL_201807B.3","Nuttallia olivacea",183
"10087","LL_201807B.3","Ostrea lurida",1352
"10088","LL_201807B.3","Paracalanus sp. C AC-2013",13
"10089","LL_201807B.3","Porichthys notatus",148
"10090","LL_201807B.3","Pycnococcus provasolii",4563
"10091","LL_201807B.3","Rhizosolenia setigera",152
"10092","LL_201807B.3","Thalassionema nitzschioides",511
"10093","LL_201807B.3",NA,25942
"10094","LL_201807C.1","Calanus pacificus",217
"10095","LL_201807C.1","Callithamnion corymbosum",24
"10096","LL_201807C.1","Ceramium sp. 3Cal",51
"10097","LL_201807C.1","Cliona chilensis",2641
"10098","LL_201807C.1","Cylindrotheca closterium",353
"10099","LL_201807C.1","Dasybranchus sp. DH1",10
"10100","LL_201807C.1","Emiliania huxleyi",692
"10101","LL_201807C.1","Littorina plena",253
"10102","LL_201807C.1","Mayamaea permitis",11
"10103","LL_201807C.1","Micromonas pusilla",1043
"10104","LL_201807C.1","Minutocellus polymorphus",5281
"10105","LL_201807C.1","Navicula cryptocephala",46
"10106","LL_201807C.1","Nuttallia olivacea",46
"10107","LL_201807C.1","Ostrea lurida",82
"10108","LL_201807C.1","Podosira stelligera",102
"10109","LL_201807C.1","Polycirrus sp. CMC05",4337
"10110","LL_201807C.1","Porichthys notatus",146
"10111","LL_201807C.1","Poteriospumella lacustris",27
"10112","LL_201807C.1","Pycnococcus provasolii",852
"10113","LL_201807C.1","Rhizosolenia setigera",13
"10114","LL_201807C.1","Thalassionema nitzschioides",28
"10115","LL_201807C.1",NA,18776
"10116","LL_201807C.2","Calanus pacificus",100
"10117","LL_201807C.2","Cliona chilensis",1717
"10118","LL_201807C.2","Cylindrotheca closterium",142
"10119","LL_201807C.2","Dictyocha speculum",6
"10120","LL_201807C.2","Emiliania huxleyi",752
"10121","LL_201807C.2","Halichondria panicea",4
"10122","LL_201807C.2","Littorina plena",122
"10123","LL_201807C.2","Micromonas pusilla",854
"10124","LL_201807C.2","Minutocellus polymorphus",2983
"10125","LL_201807C.2","Nuttallia olivacea",10
"10126","LL_201807C.2","Ostrea lurida",205
"10127","LL_201807C.2","Polycirrus sp. CMC05",4756
"10128","LL_201807C.2","Poteriospumella lacustris",22
"10129","LL_201807C.2","Pycnococcus provasolii",349
"10130","LL_201807C.2","Thalassionema nitzschioides",124
"10131","LL_201807C.2","Thalassiosira punctigera",28
"10132","LL_201807C.2",NA,16064
"10133","LL_201807C.3","Callithamnion corymbosum",4
"10134","LL_201807C.3","Ceramium sp. 3Cal",92
"10135","LL_201807C.3","Cliona chilensis",3317
"10136","LL_201807C.3","Cylindrotheca closterium",1301
"10137","LL_201807C.3","Emiliania huxleyi",1598
"10138","LL_201807C.3","Gelidium vagum",50
"10139","LL_201807C.3","Halichondria panicea",39
"10140","LL_201807C.3","Littorina plena",41
"10141","LL_201807C.3","Micromonas pusilla",962
"10142","LL_201807C.3","Minutocellus polymorphus",4849
"10143","LL_201807C.3","Ostrea lurida",289
"10144","LL_201807C.3","Podosira stelligera",27
"10145","LL_201807C.3","Polycirrus sp. CMC05",4856
"10146","LL_201807C.3","Pycnococcus provasolii",1204
"10147","LL_201807C.3","Thalassionema nitzschioides",52
"10148","LL_201807C.3","Thalassiosira punctigera",408
"10149","LL_201807C.3",NA,19569
"10150","PO_201703A.1","Balanus glandula",26
"10151","PO_201703A.1","Barantolla americana CMC01",3659
"10152","PO_201703A.1","Bathycoccus prasinos",38152
"10153","PO_201703A.1","Chaetoceros socialis",99
"10154","PO_201703A.1","Chattonella subsalsa",68
"10155","PO_201703A.1","Cylindrotheca closterium",6
"10156","PO_201703A.1","Dictyocha speculum",181
"10157","PO_201703A.1","Emiliania huxleyi",11
"10158","PO_201703A.1","Heterocapsa rotundata",174
"10159","PO_201703A.1","Homo sapiens",789
"10160","PO_201703A.1","Melosira nummuloides",22
"10161","PO_201703A.1","Micromonas pusilla",12967
"10162","PO_201703A.1","Minutocellus polymorphus",1452
"10163","PO_201703A.1","Nitzschia cf. promare",2
"10164","PO_201703A.1","Phaeocystis antarctica",19430
"10165","PO_201703A.1","Phaeocystis globosa",18
"10166","PO_201703A.1","Pinnularia sp. 5 CS-2011",9
"10167","PO_201703A.1","Poteriospumella lacustris",463
"10168","PO_201703A.1","Pseudochattonella farcimen",9
"10169","PO_201703A.1","Pyramimonas parkeae",4
"10170","PO_201703A.1","Rhizosolenia setigera",5
"10171","PO_201703A.1","Thalassiosira nordenskioeldii",88
"10172","PO_201703A.1","Triparma laevis",5423
"10173","PO_201703A.1",NA,28712
"10174","PO_201703A.2","Balanus glandula",21
"10175","PO_201703A.2","Barantolla americana CMC01",1078
"10176","PO_201703A.2","Bathycoccus prasinos",88572
"10177","PO_201703A.2","Chaetoceros socialis",71
"10178","PO_201703A.2","Chattonella subsalsa",102
"10179","PO_201703A.2","Dictyocha speculum",64
"10180","PO_201703A.2","Ectocarpus siliculosus",5
"10181","PO_201703A.2","Gracilaria vermiculophylla",5
"10182","PO_201703A.2","Heterocapsa rotundata",5
"10183","PO_201703A.2","Homo sapiens",649
"10184","PO_201703A.2","Melosira nummuloides",10
"10185","PO_201703A.2","Micromonas pusilla",7498
"10186","PO_201703A.2","Minutocellus polymorphus",284
"10187","PO_201703A.2","Navicula cryptocephala",4
"10188","PO_201703A.2","Phaeocystis antarctica",22099
"10189","PO_201703A.2","Poteriospumella lacustris",185
"10190","PO_201703A.2","Rhizosolenia setigera",4
"10191","PO_201703A.2","Thalassiosira nordenskioeldii",95
"10192","PO_201703A.2","Triparma laevis",2759
"10193","PO_201703A.2",NA,12461
"10194","PO_201703A.3","Balanus glandula",58
"10195","PO_201703A.3","Barantolla americana CMC01",4392
"10196","PO_201703A.3","Bathycoccus prasinos",57592
"10197","PO_201703A.3","Chaetoceros socialis",93
"10198","PO_201703A.3","Chattonella subsalsa",112
"10199","PO_201703A.3","Chordariaceae sp. 7 AP-2014",13
"10200","PO_201703A.3","Cylindrotheca closterium",3
"10201","PO_201703A.3","Dictyocha speculum",147
"10202","PO_201703A.3","Emiliania huxleyi",5
"10203","PO_201703A.3","Littorina plena",4
"10204","PO_201703A.3","Lottia paradigitalis",34
"10205","PO_201703A.3","Micromonas pusilla",14473
"10206","PO_201703A.3","Minutocellus polymorphus",1045
"10207","PO_201703A.3","Phaeocystis antarctica",27099
"10208","PO_201703A.3","Poteriospumella lacustris",552
"10209","PO_201703A.3","Pseudochattonella farcimen",15
"10210","PO_201703A.3","Pyramimonas parkeae",17
"10211","PO_201703A.3","Pythium sp. CAL-2011c",4
"10212","PO_201703A.3","Stelligera rigida",43
"10213","PO_201703A.3","Thalassiosira nordenskioeldii",111
"10214","PO_201703A.3","Triparma laevis",7038
"10215","PO_201703A.3",NA,29752
"10216","PO_201703B.1","Barantolla americana CMC01",1668
"10217","PO_201703B.1","Bathycoccus prasinos",47130
"10218","PO_201703B.1","Chaetoceros socialis",133
"10219","PO_201703B.1","Chattonella subsalsa",115
"10220","PO_201703B.1","Chordariaceae sp. 7 AP-2014",24
"10221","PO_201703B.1","Cylindrotheca closterium",7
"10222","PO_201703B.1","Dictyocha speculum",283
"10223","PO_201703B.1","Emiliania huxleyi",40
"10224","PO_201703B.1","Hartmannella cantabrigiensis",4
"10225","PO_201703B.1","Heterocapsa rotundata",5
"10226","PO_201703B.1","Lottia paradigitalis",8
"10227","PO_201703B.1","Micromonas pusilla",17527
"10228","PO_201703B.1","Minutocellus polymorphus",705
"10229","PO_201703B.1","Nitzschia cf. promare",5
"10230","PO_201703B.1","Phaeocystis antarctica",23974
"10231","PO_201703B.1","Phaeocystis globosa",2
"10232","PO_201703B.1","Poteriospumella lacustris",792
"10233","PO_201703B.1","Pseudochattonella farcimen",30
"10234","PO_201703B.1","Pyramimonas parkeae",77
"10235","PO_201703B.1","Thalassionema nitzschioides",9
"10236","PO_201703B.1","Thalassiosira nordenskioeldii",80
"10237","PO_201703B.1","Triparma laevis",5774
"10238","PO_201703B.1",NA,38679
"10239","PO_201703B.2","Barantolla americana CMC01",626
"10240","PO_201703B.2","Bathycoccus prasinos",77977
"10241","PO_201703B.2","Chaetoceros socialis",54
"10242","PO_201703B.2","Chattonella subsalsa",27
"10243","PO_201703B.2","Dictyocha speculum",71
"10244","PO_201703B.2","Homo sapiens",1222
"10245","PO_201703B.2","Micromonas pusilla",7946
"10246","PO_201703B.2","Minutocellus polymorphus",266
"10247","PO_201703B.2","Nitzschia cf. promare",5
"10248","PO_201703B.2","Phaeocystis antarctica",14798
"10249","PO_201703B.2","Poteriospumella lacustris",128
"10250","PO_201703B.2","Pyramimonas parkeae",23
"10251","PO_201703B.2","Stelligera rigida",8
"10252","PO_201703B.2","Thalassionema nitzschioides",2
"10253","PO_201703B.2","Thalassiosira nordenskioeldii",14
"10254","PO_201703B.2","Triparma laevis",1972
"10255","PO_201703B.2",NA,15087
"10256","PO_201703B.3","Barantolla americana CMC01",4045
"10257","PO_201703B.3","Bathycoccus prasinos",58689
"10258","PO_201703B.3","Chaetoceros socialis",528
"10259","PO_201703B.3","Chattonella subsalsa",182
"10260","PO_201703B.3","Chordariaceae sp. 7 AP-2014",193
"10261","PO_201703B.3","Chrysochromulina sp. CCMP291",3
"10262","PO_201703B.3","Dictyocha speculum",445
"10263","PO_201703B.3","Ditylum brightwellii",19
"10264","PO_201703B.3","Heterocapsa rotundata",14
"10265","PO_201703B.3","Hildenbrandia sp. 27GWS",6
"10266","PO_201703B.3","Homo sapiens",27
"10267","PO_201703B.3","Karlodinium veneficum",38
"10268","PO_201703B.3","Littorina plena",15
"10269","PO_201703B.3","Melosira nummuloides",12
"10270","PO_201703B.3","Micromonas pusilla",23170
"10271","PO_201703B.3","Minutocellus polymorphus",1258
"10272","PO_201703B.3","Navicula cryptocephala",39
"10273","PO_201703B.3","Nitzschia cf. promare",7
"10274","PO_201703B.3","Phaeocystis antarctica",36233
"10275","PO_201703B.3","Poteriospumella lacustris",691
"10276","PO_201703B.3","Pseudocalanus newmani",33
"10277","PO_201703B.3","Pseudochattonella farcimen",89
"10278","PO_201703B.3","Pyramimonas parkeae",137
"10279","PO_201703B.3","Rhizosolenia setigera",43
"10280","PO_201703B.3","Thalassiosira nordenskioeldii",268
"10281","PO_201703B.3","Triparma laevis",9856
"10282","PO_201703B.3",NA,50152
"10283","PO_201703C.1","Barantolla americana CMC01",6229
"10284","PO_201703C.1","Bathycoccus prasinos",53598
"10285","PO_201703C.1","Chaetoceros socialis",98
"10286","PO_201703C.1","Chattonella subsalsa",71
"10287","PO_201703C.1","Chrysochromulina sp. CCMP291",7
"10288","PO_201703C.1","Dictyocha speculum",208
"10289","PO_201703C.1","Emiliania huxleyi",14
"10290","PO_201703C.1","Hincksia hincksiae",4
"10291","PO_201703C.1","Littorina plena",3
"10292","PO_201703C.1","Micromonas pusilla",16479
"10293","PO_201703C.1","Minutocellus polymorphus",1505
"10294","PO_201703C.1","Phaeocystis antarctica",29736
"10295","PO_201703C.1","Pinnularia sp. 5 CS-2011",9
"10296","PO_201703C.1","Poteriospumella lacustris",745
"10297","PO_201703C.1","Pseudochattonella farcimen",35
"10298","PO_201703C.1","Pyramimonas parkeae",63
"10299","PO_201703C.1","Pythium pachycaule",5
"10300","PO_201703C.1","Thalassiosira nordenskioeldii",109
"10301","PO_201703C.1","Triparma laevis",7186
"10302","PO_201703C.1",NA,24142
"10303","PO_201703C.2","Barantolla americana CMC01",1256
"10304","PO_201703C.2","Bathycoccus prasinos",88455
"10305","PO_201703C.2","Chaetoceros socialis",109
"10306","PO_201703C.2","Chattonella subsalsa",133
"10307","PO_201703C.2","Chordariaceae sp. 7 AP-2014",53
"10308","PO_201703C.2","Chrysochromulina sp. CCMP291",10
"10309","PO_201703C.2","Dictyocha speculum",126
"10310","PO_201703C.2","Ectocarpus siliculosus",39
"10311","PO_201703C.2","Emiliania huxleyi",28
"10312","PO_201703C.2","Gomphonema clevei",2
"10313","PO_201703C.2","Heterocapsa rotundata",18
"10314","PO_201703C.2","Homo sapiens",1838
"10315","PO_201703C.2","Karlodinium veneficum",13
"10316","PO_201703C.2","Melosira nummuloides",21
"10317","PO_201703C.2","Micromonas pusilla",14529
"10318","PO_201703C.2","Minutocellus polymorphus",629
"10319","PO_201703C.2","Pectinaria granulata CMC01",11
"10320","PO_201703C.2","Peronospora violae",5
"10321","PO_201703C.2","Phaeocystis antarctica",30343
"10322","PO_201703C.2","Phaeocystis globosa",6
"10323","PO_201703C.2","Pinnularia sp. 5 CS-2011",11
"10324","PO_201703C.2","Poteriospumella lacustris",490
"10325","PO_201703C.2","Pseudochattonella farcimen",22
"10326","PO_201703C.2","Pyramimonas parkeae",76
"10327","PO_201703C.2","Pythium pachycaule",2
"10328","PO_201703C.2","Pythium sp. CAL-2011c",16
"10329","PO_201703C.2","Skeletonema dohrnii",28
"10330","PO_201703C.2","Stelligera rigida",50
"10331","PO_201703C.2","Thalassiosira nordenskioeldii",84
"10332","PO_201703C.2","Triparma laevis",5008
"10333","PO_201703C.2",NA,18644
"10334","PO_201703C.3","Barantolla americana CMC01",5008
"10335","PO_201703C.3","Bathycoccus prasinos",60059
"10336","PO_201703C.3","Chaetoceros socialis",206
"10337","PO_201703C.3","Chattonella subsalsa",282
"10338","PO_201703C.3","Chordariaceae sp. 7 AP-2014",41
"10339","PO_201703C.3","Dictyocha speculum",362
"10340","PO_201703C.3","Emiliania huxleyi",3
"10341","PO_201703C.3","Gracilaria vermiculophylla",32
"10342","PO_201703C.3","Homo sapiens",77
"10343","PO_201703C.3","Karlodinium veneficum",11
"10344","PO_201703C.3","Leitoscoloplos pugettensis CMC01",4
"10345","PO_201703C.3","Lottia paradigitalis",18
"10346","PO_201703C.3","Melosira nummuloides",114
"10347","PO_201703C.3","Micromonas pusilla",21905
"10348","PO_201703C.3","Minutocellus polymorphus",1590
"10349","PO_201703C.3","Navicula cryptocephala",11
"10350","PO_201703C.3","Nitzschia cf. promare",42
"10351","PO_201703C.3","Phaeocystis antarctica",42680
"10352","PO_201703C.3","Phaeocystis globosa",10
"10353","PO_201703C.3","Phoronopsis harmeri",3
"10354","PO_201703C.3","Pinnularia sp. 5 CS-2011",17
"10355","PO_201703C.3","Poteriospumella lacustris",632
"10356","PO_201703C.3","Pyramimonas parkeae",70
"10357","PO_201703C.3","Scopalina ruetzleri",6
"10358","PO_201703C.3","Skeletonema dohrnii",26
"10359","PO_201703C.3","Thalassionema nitzschioides",4
"10360","PO_201703C.3","Thalassiosira nordenskioeldii",273
"10361","PO_201703C.3","Triparma laevis",8841
"10362","PO_201703C.3",NA,25341
"10363","PO_201703D.1","Balanus glandula",787
"10364","PO_201703D.1","Barantolla americana CMC01",7191
"10365","PO_201703D.1","Bathycoccus prasinos",51495
"10366","PO_201703D.1","Chaetoceros socialis",82
"10367","PO_201703D.1","Chattonella subsalsa",181
"10368","PO_201703D.1","Chordariaceae sp. 7 AP-2014",264
"10369","PO_201703D.1","Chrysochromulina sp. CCMP291",3
"10370","PO_201703D.1","Dictyocha speculum",283
"10371","PO_201703D.1","Ectocarpus siliculosus",16
"10372","PO_201703D.1","Gracilaria vermiculophylla",51
"10373","PO_201703D.1","Heterocapsa rotundata",256
"10374","PO_201703D.1","Hincksia hincksiae",13
"10375","PO_201703D.1","Homo sapiens",77
"10376","PO_201703D.1","Melosira nummuloides",144
"10377","PO_201703D.1","Micromonas pusilla",20391
"10378","PO_201703D.1","Minutocellus polymorphus",1082
"10379","PO_201703D.1","Nitzschia cf. promare",6
"10380","PO_201703D.1","Orthocladius sp. BOLD-2016",22
"10381","PO_201703D.1","Phaeocystis antarctica",17186
"10382","PO_201703D.1","Platichthys stellatus",82
"10383","PO_201703D.1","Poteriospumella lacustris",558
"10384","PO_201703D.1","Pyramimonas parkeae",17
"10385","PO_201703D.1","Pythium pachycaule",4
"10386","PO_201703D.1","Pythium tracheiphilum",4
"10387","PO_201703D.1","Thalassionema nitzschioides",14
"10388","PO_201703D.1","Thalassiosira nordenskioeldii",240
"10389","PO_201703D.1","Triparma laevis",6161
"10390","PO_201703D.1",NA,38129
"10391","PO_201703D.2","Barantolla americana CMC01",2148
"10392","PO_201703D.2","Bathycoccus prasinos",37009
"10393","PO_201703D.2","Chaetoceros socialis",9
"10394","PO_201703D.2","Chattonella subsalsa",9
"10395","PO_201703D.2","Dictyocha speculum",16
"10396","PO_201703D.2","Homo sapiens",4178
"10397","PO_201703D.2","Micromonas pusilla",4793
"10398","PO_201703D.2","Minutocellus polymorphus",221
"10399","PO_201703D.2","Phaeocystis antarctica",10846
"10400","PO_201703D.2","Poteriospumella lacustris",96
"10401","PO_201703D.2","Thalassiosira nordenskioeldii",51
"10402","PO_201703D.2","Triparma laevis",1355
"10403","PO_201703D.2",NA,6614
"10404","PO_201703D.3","Balanus glandula",174
"10405","PO_201703D.3","Barantolla americana CMC01",10102
"10406","PO_201703D.3","Bathycoccus prasinos",61909
"10407","PO_201703D.3","Chaetoceros socialis",74
"10408","PO_201703D.3","Chattonella subsalsa",200
"10409","PO_201703D.3","Chordariaceae sp. 7 AP-2014",65
"10410","PO_201703D.3","Coscinodiscus wailesii",11
"10411","PO_201703D.3","Dictyocha speculum",383
"10412","PO_201703D.3","Ectocarpus siliculosus",20
"10413","PO_201703D.3","Heterocapsa rotundata",223
"10414","PO_201703D.3","Homo sapiens",198
"10415","PO_201703D.3","Micromonas pusilla",24930
"10416","PO_201703D.3","Minutocellus polymorphus",1173
"10417","PO_201703D.3","Orthocladius sp. BOLD-2016",16
"10418","PO_201703D.3","Pedospumella sinomuralis",8
"10419","PO_201703D.3","Phaeocystis antarctica",32071
"10420","PO_201703D.3","Phaeocystis globosa",4
"10421","PO_201703D.3","Poteriospumella lacustris",807
"10422","PO_201703D.3","Pseudochattonella farcimen",37
"10423","PO_201703D.3","Pyramimonas parkeae",54
"10424","PO_201703D.3","Pythium sp. CAL-2011c",5
"10425","PO_201703D.3","Scopalina ruetzleri",7
"10426","PO_201703D.3","Skeletonema dohrnii",7
"10427","PO_201703D.3","Thalassionema nitzschioides",2
"10428","PO_201703D.3","Thalassiosira nordenskioeldii",215
"10429","PO_201703D.3","Triparma laevis",8059
"10430","PO_201703D.3",NA,41036
"10431","PO_201703E.1","Alitta sp. CMC01",13
"10432","PO_201703E.1","Balanus glandula",826
"10433","PO_201703E.1","Barantolla americana CMC01",6050
"10434","PO_201703E.1","Bathycoccus prasinos",41505
"10435","PO_201703E.1","Centropages abdominalis",1711
"10436","PO_201703E.1","Chaetoceros socialis",49
"10437","PO_201703E.1","Chattonella subsalsa",73
"10438","PO_201703E.1","Cylindrotheca closterium",134
"10439","PO_201703E.1","Dictyocha speculum",134
"10440","PO_201703E.1","Ditylum brightwellii",4
"10441","PO_201703E.1","Ectocarpus siliculosus",7
"10442","PO_201703E.1","Gracilaria vermiculophylla",12
"10443","PO_201703E.1","Hemigrapsus oregonensis",2
"10444","PO_201703E.1","Heterocapsa rotundata",32
"10445","PO_201703E.1","Melosira nummuloides",54
"10446","PO_201703E.1","Micromonas pusilla",15557
"10447","PO_201703E.1","Minutocellus polymorphus",855
"10448","PO_201703E.1","Navicula cryptocephala",10
"10449","PO_201703E.1","Phaeocystis antarctica",14829
"10450","PO_201703E.1","Phaeocystis globosa",3
"10451","PO_201703E.1","Poteriospumella lacustris",332
"10452","PO_201703E.1","Pyramimonas parkeae",16
"10453","PO_201703E.1","Rhizosolenia setigera",3
"10454","PO_201703E.1","Thalassiosira nordenskioeldii",123
"10455","PO_201703E.1","Triparma laevis",3820
"10456","PO_201703E.1",NA,17715
"10457","PO_201703E.2","Alitta sp. CMC01",18
"10458","PO_201703E.2","Balanus glandula",581
"10459","PO_201703E.2","Barantolla americana CMC01",3145
"10460","PO_201703E.2","Bathycoccus prasinos",82195
"10461","PO_201703E.2","Centropages abdominalis",1019
"10462","PO_201703E.2","Chaetoceros socialis",17
"10463","PO_201703E.2","Chattonella subsalsa",56
"10464","PO_201703E.2","Chordariaceae sp. 7 AP-2014",45
"10465","PO_201703E.2","Cylindrotheca closterium",59
"10466","PO_201703E.2","Dictyocha speculum",73
"10467","PO_201703E.2","Ectocarpus siliculosus",4
"10468","PO_201703E.2","Homo sapiens",499
"10469","PO_201703E.2","Melosira nummuloides",31
"10470","PO_201703E.2","Micromonas pusilla",13322
"10471","PO_201703E.2","Minutocellus polymorphus",467
"10472","PO_201703E.2","Navicula cryptocephala",3
"10473","PO_201703E.2","Phaeocystis antarctica",18036
"10474","PO_201703E.2","Poteriospumella lacustris",240
"10475","PO_201703E.2","Pyramimonas parkeae",5
"10476","PO_201703E.2","Thalassiosira nordenskioeldii",63
"10477","PO_201703E.2","Triparma laevis",2567
"10478","PO_201703E.2",NA,12900
"10479","PO_201703E.3","Balanus glandula",1547
"10480","PO_201703E.3","Barantolla americana CMC01",9060
"10481","PO_201703E.3","Bathycoccus prasinos",51994
"10482","PO_201703E.3","Centropages abdominalis",3214
"10483","PO_201703E.3","Chaetoceros socialis",94
"10484","PO_201703E.3","Chattonella subsalsa",145
"10485","PO_201703E.3","Chordariaceae sp. 7 AP-2014",53
"10486","PO_201703E.3","Cylindrotheca closterium",202
"10487","PO_201703E.3","Dictyocha speculum",279
"10488","PO_201703E.3","Emiliania huxleyi",5
"10489","PO_201703E.3","Heterocapsa rotundata",43
"10490","PO_201703E.3","Hildenbrandia sp. 27GWS",3
"10491","PO_201703E.3","Homo sapiens",25
"10492","PO_201703E.3","Leitoscoloplos pugettensis CMC01",7
"10493","PO_201703E.3","Littorina plena",22
"10494","PO_201703E.3","Melosira nummuloides",44
"10495","PO_201703E.3","Micromonas pusilla",18997
"10496","PO_201703E.3","Minutocellus polymorphus",1034
"10497","PO_201703E.3","Navicula cryptocephala",12
"10498","PO_201703E.3","Nitzschia cf. promare",3
"10499","PO_201703E.3","Phaeocystis antarctica",22174
"10500","PO_201703E.3","Pinnularia sp. 5 CS-2011",2
"10501","PO_201703E.3","Poteriospumella lacustris",570
"10502","PO_201703E.3","Pyramimonas parkeae",27
"10503","PO_201703E.3","Pythium sp. CAL-2011c",2
"10504","PO_201703E.3","Ruditapes philippinarum",6
"10505","PO_201703E.3","Skeletonema dohrnii",5
"10506","PO_201703E.3","Thalassiosira nordenskioeldii",153
"10507","PO_201703E.3","Triparma laevis",6122
"10508","PO_201703E.3",NA,24259
"10509","PO_201703F.1","Barantolla americana CMC01",7413
"10510","PO_201703F.1","Bathycoccus prasinos",50679
"10511","PO_201703F.1","Centropages abdominalis",8268
"10512","PO_201703F.1","Chaetoceros socialis",74
"10513","PO_201703F.1","Chattonella subsalsa",141
"10514","PO_201703F.1","Chordariaceae sp. 7 AP-2014",121
"10515","PO_201703F.1","Cylindrotheca closterium",10
"10516","PO_201703F.1","Dictyocha speculum",220
"10517","PO_201703F.1","Emiliania huxleyi",5
"10518","PO_201703F.1","Heterocapsa rotundata",10
"10519","PO_201703F.1","Homo sapiens",7
"10520","PO_201703F.1","Micromonas pusilla",22860
"10521","PO_201703F.1","Minutocellus polymorphus",984
"10522","PO_201703F.1","Phaeocystis antarctica",17853
"10523","PO_201703F.1","Poteriospumella lacustris",650
"10524","PO_201703F.1","Pseudochattonella farcimen",3
"10525","PO_201703F.1","Pyramimonas parkeae",24
"10526","PO_201703F.1","Skeletonema dohrnii",2
"10527","PO_201703F.1","Thalassiosira nordenskioeldii",188
"10528","PO_201703F.1","Triparma laevis",6074
"10529","PO_201703F.1",NA,24022
"10530","PO_201703F.2","Barantolla americana CMC01",4712
"10531","PO_201703F.2","Bathycoccus prasinos",70200
"10532","PO_201703F.2","Centropages abdominalis",12680
"10533","PO_201703F.2","Chaetoceros socialis",47
"10534","PO_201703F.2","Chattonella subsalsa",65
"10535","PO_201703F.2","Dictyocha speculum",44
"10536","PO_201703F.2","Karlodinium veneficum",6
"10537","PO_201703F.2","Micromonas pusilla",7778
"10538","PO_201703F.2","Minutocellus polymorphus",331
"10539","PO_201703F.2","Phaeocystis antarctica",13243
