species,sample,eDNA_index
Lottia paradigitalis,TW_201705,0
Lottia paradigitalis,TW_201706,0
Lottia paradigitalis,TW_201707,0
Lottia paradigitalis,TW_201708,0
Lottia paradigitalis,TW_201709,0
Lottia paradigitalis,TW_201711,0
Lottia paradigitalis,TW_201801,0
Lottia paradigitalis,TW_201803,0.00192598744938496
Lottia paradigitalis,TW_201805,0
Lottia paradigitalis,TW_201807,0
Manania gwilliami,CP_201706,0
Manania gwilliami,CP_201707,0
Manania gwilliami,CP_201708,0
Manania gwilliami,CP_201709,0
Manania gwilliami,CP_201710,0.630858406452723
Manania gwilliami,CP_201711,1
Manania gwilliami,CP_201801,0
Manania gwilliami,CP_201803,0
Manania gwilliami,CP_201805,0
Manania gwilliami,CP_201807,0
Manania gwilliami,FH_201706,0
Manania gwilliami,FH_201707,0
Manania gwilliami,FH_201708,0
Manania gwilliami,FH_201709,0.230466758430782
Manania gwilliami,FH_201710,0
Manania gwilliami,FH_201711,0
Manania gwilliami,FH_201801,0
Manania gwilliami,FH_201803,0
Manania gwilliami,FH_201805,0
Manania gwilliami,FH_201807,0
Manania gwilliami,LK_201706,0
Manania gwilliami,LK_201707,0
Manania gwilliami,LK_201708,0
Manania gwilliami,LK_201709,0
Manania gwilliami,LK_201710,0
Manania gwilliami,LK_201711,0
Manania gwilliami,LK_201801,0
Manania gwilliami,LK_201803,0
Manania gwilliami,LK_201805,0
Manania gwilliami,LK_201807,0
Manania gwilliami,LL_201703,0
Manania gwilliami,LL_201705,0
Manania gwilliami,LL_201706,0
Manania gwilliami,LL_201707,0
Manania gwilliami,LL_201708,0
Manania gwilliami,LL_201709,0
Manania gwilliami,LL_201710,0
Manania gwilliami,LL_201711,0
Manania gwilliami,LL_201801,0
Manania gwilliami,LL_201803,0
Manania gwilliami,LL_201805,0
Manania gwilliami,LL_201807,0
Manania gwilliami,PO_201703,0
Manania gwilliami,PO_201705,0
Manania gwilliami,PO_201706,0
Manania gwilliami,PO_201707,0
Manania gwilliami,PO_201708,0
Manania gwilliami,PO_201709,0
Manania gwilliami,PO_201711,0
Manania gwilliami,PO_201801,0
Manania gwilliami,PO_201803,0
Manania gwilliami,PO_201805,0
Manania gwilliami,PO_201807,0
Manania gwilliami,SA_201703,0
Manania gwilliami,SA_201705,0
Manania gwilliami,SA_201706,0
Manania gwilliami,SA_201707,0
Manania gwilliami,SA_201708,0
Manania gwilliami,SA_201709,0
Manania gwilliami,SA_201711,0
Manania gwilliami,SA_201801,0
Manania gwilliami,SA_201803,0
Manania gwilliami,SA_201805,0
Manania gwilliami,SA_201807,0
Manania gwilliami,TR_201703,0
Manania gwilliami,TR_201705,0
Manania gwilliami,TR_201706,0
Manania gwilliami,TR_201707,0
Manania gwilliami,TR_201708,0
Manania gwilliami,TR_201709,0
Manania gwilliami,TR_201711,0
Manania gwilliami,TR_201801,0
Manania gwilliami,TR_201803,0
Manania gwilliami,TR_201805,0
Manania gwilliami,TR_201807,0
Manania gwilliami,TW_201703,0
Manania gwilliami,TW_201705,0
Manania gwilliami,TW_201706,0
Manania gwilliami,TW_201707,0
Manania gwilliami,TW_201708,0
Manania gwilliami,TW_201709,0
Manania gwilliami,TW_201711,0
Manania gwilliami,TW_201801,0
Manania gwilliami,TW_201803,0
Manania gwilliami,TW_201805,0
Manania gwilliami,TW_201807,0
Mastocarpus alaskensis,CP_201706,0
Mastocarpus alaskensis,CP_201707,0
Mastocarpus alaskensis,CP_201708,0
Mastocarpus alaskensis,CP_201709,0
Mastocarpus alaskensis,CP_201710,1
Mastocarpus alaskensis,CP_201711,0.0690324674477065
Mastocarpus alaskensis,CP_201801,0
Mastocarpus alaskensis,CP_201803,0
Mastocarpus alaskensis,CP_201805,0
Mastocarpus alaskensis,CP_201807,0
Mastocarpus alaskensis,FH_201706,0
Mastocarpus alaskensis,FH_201707,0
Mastocarpus alaskensis,FH_201708,0
Mastocarpus alaskensis,FH_201709,0.0043226324827883
Mastocarpus alaskensis,FH_201710,0
Mastocarpus alaskensis,FH_201711,0
Mastocarpus alaskensis,FH_201801,0
Mastocarpus alaskensis,FH_201803,0
Mastocarpus alaskensis,FH_201805,0
Mastocarpus alaskensis,FH_201807,0
Mastocarpus alaskensis,LK_201706,0
Mastocarpus alaskensis,LK_201707,0
Mastocarpus alaskensis,LK_201708,0
Mastocarpus alaskensis,LK_201709,0.00171572971070178
Mastocarpus alaskensis,LK_201710,0.0277143124367509
Mastocarpus alaskensis,LK_201711,0.108860530821007
Mastocarpus alaskensis,LK_201801,0
Mastocarpus alaskensis,LK_201803,0
Mastocarpus alaskensis,LK_201805,0
Mastocarpus alaskensis,LK_201807,0
Mastocarpus alaskensis,LL_201703,0
Mastocarpus alaskensis,LL_201705,0
Mastocarpus alaskensis,LL_201706,0
Mastocarpus alaskensis,LL_201707,0
Mastocarpus alaskensis,LL_201708,0
Mastocarpus alaskensis,LL_201709,0
Mastocarpus alaskensis,LL_201710,0
Mastocarpus alaskensis,LL_201711,0
Mastocarpus alaskensis,LL_201801,0
Mastocarpus alaskensis,LL_201803,0
Mastocarpus alaskensis,LL_201805,0
Mastocarpus alaskensis,LL_201807,0
Mastocarpus alaskensis,PO_201703,0
Mastocarpus alaskensis,PO_201705,0
Mastocarpus alaskensis,PO_201706,0
Mastocarpus alaskensis,PO_201707,0
Mastocarpus alaskensis,PO_201708,0
Mastocarpus alaskensis,PO_201709,0
Mastocarpus alaskensis,PO_201711,0
Mastocarpus alaskensis,PO_201801,0
Mastocarpus alaskensis,PO_201803,0
Mastocarpus alaskensis,PO_201805,0
Mastocarpus alaskensis,PO_201807,0
Mastocarpus alaskensis,SA_201703,0
Mastocarpus alaskensis,SA_201705,0
Mastocarpus alaskensis,SA_201706,0
Mastocarpus alaskensis,SA_201707,0
Mastocarpus alaskensis,SA_201708,0
Mastocarpus alaskensis,SA_201709,0
Mastocarpus alaskensis,SA_201711,0
Mastocarpus alaskensis,SA_201801,0
Mastocarpus alaskensis,SA_201803,0
Mastocarpus alaskensis,SA_201805,0
Mastocarpus alaskensis,SA_201807,0
Mastocarpus alaskensis,TR_201703,0
Mastocarpus alaskensis,TR_201705,0
Mastocarpus alaskensis,TR_201706,0
Mastocarpus alaskensis,TR_201707,0
Mastocarpus alaskensis,TR_201708,0
Mastocarpus alaskensis,TR_201709,0
Mastocarpus alaskensis,TR_201711,0
Mastocarpus alaskensis,TR_201801,0
Mastocarpus alaskensis,TR_201803,0
Mastocarpus alaskensis,TR_201805,0
Mastocarpus alaskensis,TR_201807,0
Mastocarpus alaskensis,TW_201703,0
Mastocarpus alaskensis,TW_201705,0
Mastocarpus alaskensis,TW_201706,0
Mastocarpus alaskensis,TW_201707,0
Mastocarpus alaskensis,TW_201708,0
Mastocarpus alaskensis,TW_201709,0
Mastocarpus alaskensis,TW_201711,0
Mastocarpus alaskensis,TW_201801,0
Mastocarpus alaskensis,TW_201803,0
Mastocarpus alaskensis,TW_201805,0
Mastocarpus alaskensis,TW_201807,0
Mazzaella sp. GWS-2013b,CP_201706,0
Mazzaella sp. GWS-2013b,CP_201707,0
Mazzaella sp. GWS-2013b,CP_201708,0
Mazzaella sp. GWS-2013b,CP_201709,0
Mazzaella sp. GWS-2013b,CP_201710,0.0747554441729641
Mazzaella sp. GWS-2013b,CP_201711,0
Mazzaella sp. GWS-2013b,CP_201801,0
Mazzaella sp. GWS-2013b,CP_201803,0
Mazzaella sp. GWS-2013b,CP_201805,1
Mazzaella sp. GWS-2013b,CP_201807,0.0520277526571626
Mazzaella sp. GWS-2013b,FH_201706,0
Mazzaella sp. GWS-2013b,FH_201707,0
Mazzaella sp. GWS-2013b,FH_201708,0.212969458950657
Mazzaella sp. GWS-2013b,FH_201709,0.0706642222822171
Mazzaella sp. GWS-2013b,FH_201710,0
Mazzaella sp. GWS-2013b,FH_201711,0
Mazzaella sp. GWS-2013b,FH_201801,0
Mazzaella sp. GWS-2013b,FH_201803,0
Mazzaella sp. GWS-2013b,FH_201805,0
Mazzaella sp. GWS-2013b,FH_201807,0.0216111102488676
Mazzaella sp. GWS-2013b,LK_201706,0
Mazzaella sp. GWS-2013b,LK_201707,0
Mazzaella sp. GWS-2013b,LK_201708,0
Mazzaella sp. GWS-2013b,LK_201709,0
Mazzaella sp. GWS-2013b,LK_201710,0
Mazzaella sp. GWS-2013b,LK_201711,0
Mazzaella sp. GWS-2013b,LK_201801,0
Mazzaella sp. GWS-2013b,LK_201803,0
Mazzaella sp. GWS-2013b,LK_201805,0
Mazzaella sp. GWS-2013b,LK_201807,0.0159782048604677
Mazzaella sp. GWS-2013b,LL_201703,0
Mazzaella sp. GWS-2013b,LL_201705,0
Mazzaella sp. GWS-2013b,LL_201706,0
Mazzaella sp. GWS-2013b,LL_201707,0
Mazzaella sp. GWS-2013b,LL_201708,0
Mazzaella sp. GWS-2013b,LL_201709,0
Mazzaella sp. GWS-2013b,LL_201710,0
Mazzaella sp. GWS-2013b,LL_201711,0
Mazzaella sp. GWS-2013b,LL_201801,0
Mazzaella sp. GWS-2013b,LL_201803,0
Mazzaella sp. GWS-2013b,LL_201805,0
Mazzaella sp. GWS-2013b,LL_201807,0
Mazzaella sp. GWS-2013b,PO_201703,0
Mazzaella sp. GWS-2013b,PO_201705,0
Mazzaella sp. GWS-2013b,PO_201706,0
Mazzaella sp. GWS-2013b,PO_201707,0
Mazzaella sp. GWS-2013b,PO_201708,0
Mazzaella sp. GWS-2013b,PO_201709,0
Mazzaella sp. GWS-2013b,PO_201711,0
Mazzaella sp. GWS-2013b,PO_201801,0
Mazzaella sp. GWS-2013b,PO_201803,0
Mazzaella sp. GWS-2013b,PO_201805,0
Mazzaella sp. GWS-2013b,PO_201807,0
Mazzaella sp. GWS-2013b,SA_201703,0
Mazzaella sp. GWS-2013b,SA_201705,0
Mazzaella sp. GWS-2013b,SA_201706,0
Mazzaella sp. GWS-2013b,SA_201707,0
Mazzaella sp. GWS-2013b,SA_201708,0
Mazzaella sp. GWS-2013b,SA_201709,0
Mazzaella sp. GWS-2013b,SA_201711,0
Mazzaella sp. GWS-2013b,SA_201801,0
Mazzaella sp. GWS-2013b,SA_201803,0
Mazzaella sp. GWS-2013b,SA_201805,0
Mazzaella sp. GWS-2013b,SA_201807,0
Mazzaella sp. GWS-2013b,TR_201703,0
Mazzaella sp. GWS-2013b,TR_201705,0
Mazzaella sp. GWS-2013b,TR_201706,0
Mazzaella sp. GWS-2013b,TR_201707,0
Mazzaella sp. GWS-2013b,TR_201708,0
Mazzaella sp. GWS-2013b,TR_201709,0
Mazzaella sp. GWS-2013b,TR_201711,0
Mazzaella sp. GWS-2013b,TR_201801,0
Mazzaella sp. GWS-2013b,TR_201803,0
Mazzaella sp. GWS-2013b,TR_201805,0
Mazzaella sp. GWS-2013b,TR_201807,0
Mazzaella sp. GWS-2013b,TW_201703,0
Mazzaella sp. GWS-2013b,TW_201705,0
Mazzaella sp. GWS-2013b,TW_201706,0
Mazzaella sp. GWS-2013b,TW_201707,0
Mazzaella sp. GWS-2013b,TW_201708,0
Mazzaella sp. GWS-2013b,TW_201709,0
Mazzaella sp. GWS-2013b,TW_201711,0
Mazzaella sp. GWS-2013b,TW_201801,0
Mazzaella sp. GWS-2013b,TW_201803,0
Mazzaella sp. GWS-2013b,TW_201805,0
Mazzaella sp. GWS-2013b,TW_201807,0
Mesocentrotus franciscanus,CP_201706,0
Mesocentrotus franciscanus,CP_201707,0
Mesocentrotus franciscanus,CP_201708,0
Mesocentrotus franciscanus,CP_201709,0
Mesocentrotus franciscanus,CP_201710,0.051810963761564
Mesocentrotus franciscanus,CP_201711,0
Mesocentrotus franciscanus,CP_201801,0
Mesocentrotus franciscanus,CP_201803,0
Mesocentrotus franciscanus,CP_201805,0
Mesocentrotus franciscanus,CP_201807,0
Mesocentrotus franciscanus,FH_201706,0.40686397736944
Mesocentrotus franciscanus,FH_201707,0.136896772113526
Mesocentrotus franciscanus,FH_201708,0
Mesocentrotus franciscanus,FH_201709,0
Mesocentrotus franciscanus,FH_201710,0
Mesocentrotus franciscanus,FH_201711,0
Mesocentrotus franciscanus,FH_201801,0
Mesocentrotus franciscanus,FH_201803,0
Mesocentrotus franciscanus,FH_201805,0
Mesocentrotus franciscanus,FH_201807,0.191719325835526
Mesocentrotus franciscanus,LK_201706,0.0730875709997802
Mesocentrotus franciscanus,LK_201707,0
Mesocentrotus franciscanus,LK_201708,0.296255483499739
Mesocentrotus franciscanus,LK_201709,0.0288489395217838
Mesocentrotus franciscanus,LK_201710,0
Mesocentrotus franciscanus,LK_201711,0.0901850675152271
Mesocentrotus franciscanus,LK_201801,0
Mesocentrotus franciscanus,LK_201803,1
Mesocentrotus franciscanus,LK_201805,0
Mesocentrotus franciscanus,LK_201807,0.156513366000961
Mesocentrotus franciscanus,LL_201703,0
Mesocentrotus franciscanus,LL_201705,0
Mesocentrotus franciscanus,LL_201706,0
Mesocentrotus franciscanus,LL_201707,0
Mesocentrotus franciscanus,LL_201708,0
Mesocentrotus franciscanus,LL_201709,0
Mesocentrotus franciscanus,LL_201710,0
Mesocentrotus franciscanus,LL_201711,0
Mesocentrotus franciscanus,LL_201801,0
Mesocentrotus franciscanus,LL_201803,0
Mesocentrotus franciscanus,LL_201805,0
Mesocentrotus franciscanus,LL_201807,0
Mesocentrotus franciscanus,PO_201703,0
Mesocentrotus franciscanus,PO_201705,0
Mesocentrotus franciscanus,PO_201706,0
Mesocentrotus franciscanus,PO_201707,0
Mesocentrotus franciscanus,PO_201708,0
Mesocentrotus franciscanus,PO_201709,0
Mesocentrotus franciscanus,PO_201711,0
Mesocentrotus franciscanus,PO_201801,0
Mesocentrotus franciscanus,PO_201803,0
Mesocentrotus franciscanus,PO_201805,0
Mesocentrotus franciscanus,PO_201807,0
Mesocentrotus franciscanus,SA_201703,0
Mesocentrotus franciscanus,SA_201705,0
Mesocentrotus franciscanus,SA_201706,0
Mesocentrotus franciscanus,SA_201707,0
Mesocentrotus franciscanus,SA_201708,0
Mesocentrotus franciscanus,SA_201709,0
Mesocentrotus franciscanus,SA_201711,0
Mesocentrotus franciscanus,SA_201801,0
Mesocentrotus franciscanus,SA_201803,0
Mesocentrotus franciscanus,SA_201805,0
Mesocentrotus franciscanus,SA_201807,0
Mesocentrotus franciscanus,TR_201703,0
Mesocentrotus franciscanus,TR_201705,0
Mesocentrotus franciscanus,TR_201706,0
Mesocentrotus franciscanus,TR_201707,0
Mesocentrotus franciscanus,TR_201708,0
Mesocentrotus franciscanus,TR_201709,0
Mesocentrotus franciscanus,TR_201711,0
Mesocentrotus franciscanus,TR_201801,0
Mesocentrotus franciscanus,TR_201803,0
Mesocentrotus franciscanus,TR_201805,0
Mesocentrotus franciscanus,TR_201807,0
Mesocentrotus franciscanus,TW_201703,0
Mesocentrotus franciscanus,TW_201705,0
Mesocentrotus franciscanus,TW_201706,0
Mesocentrotus franciscanus,TW_201707,0
Mesocentrotus franciscanus,TW_201708,0
Mesocentrotus franciscanus,TW_201709,0
Mesocentrotus franciscanus,TW_201711,0
Mesocentrotus franciscanus,TW_201801,0
Mesocentrotus franciscanus,TW_201803,0
Mesocentrotus franciscanus,TW_201805,0
Mesocentrotus franciscanus,TW_201807,0
Microcladia coulteri,CP_201706,0
Microcladia coulteri,CP_201707,0
Microcladia coulteri,CP_201708,0
Microcladia coulteri,CP_201709,0
Microcladia coulteri,CP_201710,0.0213183296576968
Microcladia coulteri,CP_201711,0
Microcladia coulteri,CP_201801,0
Microcladia coulteri,CP_201803,0
Microcladia coulteri,CP_201805,0
Microcladia coulteri,CP_201807,0
Microcladia coulteri,FH_201706,0
Microcladia coulteri,FH_201707,0
Microcladia coulteri,FH_201708,0.178695101563414
Microcladia coulteri,FH_201709,0.0246039280769432
Microcladia coulteri,FH_201710,0
Microcladia coulteri,FH_201711,0
Microcladia coulteri,FH_201801,0
Microcladia coulteri,FH_201803,0
Microcladia coulteri,FH_201805,0
Microcladia coulteri,FH_201807,0
Microcladia coulteri,LK_201706,1
Microcladia coulteri,LK_201707,0.0711652837635361
Microcladia coulteri,LK_201708,0.142599770235683
Microcladia coulteri,LK_201709,0
Microcladia coulteri,LK_201710,0
Microcladia coulteri,LK_201711,0
Microcladia coulteri,LK_201801,0
Microcladia coulteri,LK_201803,0
Microcladia coulteri,LK_201805,0
Microcladia coulteri,LK_201807,0.0338488280031925
Microcladia coulteri,LL_201703,0
Microcladia coulteri,LL_201705,0
Microcladia coulteri,LL_201706,0
Microcladia coulteri,LL_201707,0
Microcladia coulteri,LL_201708,0
Microcladia coulteri,LL_201709,0
Microcladia coulteri,LL_201710,0
Microcladia coulteri,LL_201711,0
Microcladia coulteri,LL_201801,0
Microcladia coulteri,LL_201803,0
Microcladia coulteri,LL_201805,0
Microcladia coulteri,LL_201807,0
Microcladia coulteri,PO_201703,0
Microcladia coulteri,PO_201705,0
Microcladia coulteri,PO_201706,0
Microcladia coulteri,PO_201707,0
Microcladia coulteri,PO_201708,0
Microcladia coulteri,PO_201709,0
Microcladia coulteri,PO_201711,0
Microcladia coulteri,PO_201801,0
Microcladia coulteri,PO_201803,0
Microcladia coulteri,PO_201805,0
Microcladia coulteri,PO_201807,0
Microcladia coulteri,SA_201703,0
Microcladia coulteri,SA_201705,0
Microcladia coulteri,SA_201706,0
Microcladia coulteri,SA_201707,0
Microcladia coulteri,SA_201708,0
Microcladia coulteri,SA_201709,0
Microcladia coulteri,SA_201711,0
Microcladia coulteri,SA_201801,0
Microcladia coulteri,SA_201803,0
Microcladia coulteri,SA_201805,0
Microcladia coulteri,SA_201807,0
Microcladia coulteri,TR_201703,0
Microcladia coulteri,TR_201705,0
Microcladia coulteri,TR_201706,0
Microcladia coulteri,TR_201707,0
Microcladia coulteri,TR_201708,0
Microcladia coulteri,TR_201709,0
Microcladia coulteri,TR_201711,0
Microcladia coulteri,TR_201801,0
Microcladia coulteri,TR_201803,0
Microcladia coulteri,TR_201805,0
Microcladia coulteri,TR_201807,0
Microcladia coulteri,TW_201703,0
Microcladia coulteri,TW_201705,0
Microcladia coulteri,TW_201706,0
Microcladia coulteri,TW_201707,0
Microcladia coulteri,TW_201708,0
Microcladia coulteri,TW_201709,0
Microcladia coulteri,TW_201711,0
Microcladia coulteri,TW_201801,0
Microcladia coulteri,TW_201803,0
Microcladia coulteri,TW_201805,0
Microcladia coulteri,TW_201807,0
Nereis vexillosa,CP_201706,0
Nereis vexillosa,CP_201707,0
Nereis vexillosa,CP_201708,0
Nereis vexillosa,CP_201709,0
Nereis vexillosa,CP_201710,0.0251037354336927
Nereis vexillosa,CP_201711,0.117372568842744
Nereis vexillosa,CP_201801,0
Nereis vexillosa,CP_201803,0
Nereis vexillosa,CP_201805,0.106302398226344
Nereis vexillosa,CP_201807,0.00921574469595823
Nereis vexillosa,FH_201706,0
Nereis vexillosa,FH_201707,0
Nereis vexillosa,FH_201708,0.00392904063041528
Nereis vexillosa,FH_201709,0
Nereis vexillosa,FH_201710,0
Nereis vexillosa,FH_201711,0
Nereis vexillosa,FH_201801,0
Nereis vexillosa,FH_201803,0
Nereis vexillosa,FH_201805,0
Nereis vexillosa,FH_201807,0
Nereis vexillosa,LK_201706,0
Nereis vexillosa,LK_201707,0
Nereis vexillosa,LK_201708,1
Nereis vexillosa,LK_201709,0
Nereis vexillosa,LK_201710,0
Nereis vexillosa,LK_201711,0
Nereis vexillosa,LK_201801,0
Nereis vexillosa,LK_201803,0
Nereis vexillosa,LK_201805,0
Nereis vexillosa,LK_201807,0.0670933501458604
Nereis vexillosa,LL_201703,0
Nereis vexillosa,LL_201705,0
Nereis vexillosa,LL_201706,0
Nereis vexillosa,LL_201707,0
Nereis vexillosa,LL_201708,0.00480898586266278
Nereis vexillosa,LL_201709,0
Nereis vexillosa,LL_201710,0
Nereis vexillosa,LL_201711,0
Nereis vexillosa,LL_201801,0
Nereis vexillosa,LL_201803,0
Nereis vexillosa,LL_201805,0
Nereis vexillosa,LL_201807,0
Nereis vexillosa,PO_201703,0
Nereis vexillosa,PO_201705,0
Nereis vexillosa,PO_201706,0
Nereis vexillosa,PO_201707,0.00269048648891246
Nereis vexillosa,PO_201708,0
Nereis vexillosa,PO_201709,0.241380356969204
Nereis vexillosa,PO_201711,0
Nereis vexillosa,PO_201801,0
Nereis vexillosa,PO_201803,0
Nereis vexillosa,PO_201805,0.0315473072586508
Nereis vexillosa,PO_201807,0
Nereis vexillosa,SA_201703,0.436401965537797
Nereis vexillosa,SA_201705,0
Nereis vexillosa,SA_201706,0
Nereis vexillosa,SA_201707,0
Nereis vexillosa,SA_201708,4.94413606941152e-4
Nereis vexillosa,SA_201709,0
Nereis vexillosa,SA_201711,0
Nereis vexillosa,SA_201801,0
Nereis vexillosa,SA_201803,0
Nereis vexillosa,SA_201805,0.0468933684927423
Nereis vexillosa,SA_201807,0
Nereis vexillosa,TR_201703,4.00672432901656e-4
Nereis vexillosa,TR_201705,0
Nereis vexillosa,TR_201706,0
Nereis vexillosa,TR_201707,0
Nereis vexillosa,TR_201708,0
Nereis vexillosa,TR_201709,0
Nereis vexillosa,TR_201711,0
Nereis vexillosa,TR_201801,0
Nereis vexillosa,TR_201803,0
Nereis vexillosa,TR_201805,0
Nereis vexillosa,TR_201807,0
Nereis vexillosa,TW_201703,1.83509556531199e-4
Nereis vexillosa,TW_201705,0
Nereis vexillosa,TW_201706,3.9594488799072e-4
Nereis vexillosa,TW_201707,0
Nereis vexillosa,TW_201708,0
Nereis vexillosa,TW_201709,0
Nereis vexillosa,TW_201711,0
Nereis vexillosa,TW_201801,0
Nereis vexillosa,TW_201803,0
Nereis vexillosa,TW_201805,0
Nereis vexillosa,TW_201807,0
Oncorhynchus keta,CP_201706,0
Oncorhynchus keta,CP_201707,0
Oncorhynchus keta,CP_201708,0
Oncorhynchus keta,CP_201709,0
Oncorhynchus keta,CP_201710,0.0034482440338137
Oncorhynchus keta,CP_201711,0
Oncorhynchus keta,CP_201801,0
Oncorhynchus keta,CP_201803,0
Oncorhynchus keta,CP_201805,0
Oncorhynchus keta,CP_201807,0
Oncorhynchus keta,FH_201706,0
Oncorhynchus keta,FH_201707,0
Oncorhynchus keta,FH_201708,0
Oncorhynchus keta,FH_201709,0
Oncorhynchus keta,FH_201710,0
Oncorhynchus keta,FH_201711,0
Oncorhynchus keta,FH_201801,0
Oncorhynchus keta,FH_201803,0
Oncorhynchus keta,FH_201805,0
Oncorhynchus keta,FH_201807,0
Oncorhynchus keta,LK_201706,0
Oncorhynchus keta,LK_201707,0
Oncorhynchus keta,LK_201708,0
Oncorhynchus keta,LK_201709,0
Oncorhynchus keta,LK_201710,0
Oncorhynchus keta,LK_201711,0
Oncorhynchus keta,LK_201801,0
Oncorhynchus keta,LK_201803,0
Oncorhynchus keta,LK_201805,0
Oncorhynchus keta,LK_201807,0.00232844066993229
Oncorhynchus keta,LL_201703,0
Oncorhynchus keta,LL_201705,0
Oncorhynchus keta,LL_201706,0
Oncorhynchus keta,LL_201707,0
Oncorhynchus keta,LL_201708,0
Oncorhynchus keta,LL_201709,2.35907940437736e-4
Oncorhynchus keta,LL_201710,7.90758732975155e-4
Oncorhynchus keta,LL_201711,0.602537755916618
Oncorhynchus keta,LL_201801,0
Oncorhynchus keta,LL_201803,0
Oncorhynchus keta,LL_201805,0
Oncorhynchus keta,LL_201807,0
Oncorhynchus keta,PO_201703,0
Oncorhynchus keta,PO_201705,0
Oncorhynchus keta,PO_201706,0
Oncorhynchus keta,PO_201707,0
Oncorhynchus keta,PO_201708,0
Oncorhynchus keta,PO_201709,2.10359501087484e-4
Oncorhynchus keta,PO_201711,1
Oncorhynchus keta,PO_201801,0
Oncorhynchus keta,PO_201803,0
Oncorhynchus keta,PO_201805,0
Oncorhynchus keta,PO_201807,0
Oncorhynchus keta,SA_201703,0
Oncorhynchus keta,SA_201705,0
Oncorhynchus keta,SA_201706,0
Oncorhynchus keta,SA_201707,0
Oncorhynchus keta,SA_201708,0
Oncorhynchus keta,SA_201709,0.00259338998312824
Oncorhynchus keta,SA_201711,2.12343089816419e-4
Oncorhynchus keta,SA_201801,0
Oncorhynchus keta,SA_201803,0
Oncorhynchus keta,SA_201805,0.0152157895045921
Oncorhynchus keta,SA_201807,0
Oncorhynchus keta,TR_201703,0
Oncorhynchus keta,TR_201705,0
Oncorhynchus keta,TR_201706,0
Oncorhynchus keta,TR_201707,0
Oncorhynchus keta,TR_201708,0
Oncorhynchus keta,TR_201709,0
Oncorhynchus keta,TR_201711,0
Oncorhynchus keta,TR_201801,0
Oncorhynchus keta,TR_201803,0
Oncorhynchus keta,TR_201805,0
Oncorhynchus keta,TR_201807,0
Oncorhynchus keta,TW_201703,0
Oncorhynchus keta,TW_201705,0
Oncorhynchus keta,TW_201706,0
Oncorhynchus keta,TW_201707,0
Oncorhynchus keta,TW_201708,0
Oncorhynchus keta,TW_201709,2.63390521431501e-5
Oncorhynchus keta,TW_201711,0.0151482582310988
Oncorhynchus keta,TW_201801,0
Oncorhynchus keta,TW_201803,0
Oncorhynchus keta,TW_201805,0.00401351137790728
Oncorhynchus keta,TW_201807,0
Penicillium sclerotiorum,CP_201706,0
Penicillium sclerotiorum,CP_201707,0
Penicillium sclerotiorum,CP_201708,0
Penicillium sclerotiorum,CP_201709,0
Penicillium sclerotiorum,CP_201710,0.369164528582508
Penicillium sclerotiorum,CP_201711,0.247956825342194
Penicillium sclerotiorum,CP_201801,0
Penicillium sclerotiorum,CP_201803,0
Penicillium sclerotiorum,CP_201805,0
Penicillium sclerotiorum,CP_201807,0.82002719442579
Penicillium sclerotiorum,FH_201706,0
Penicillium sclerotiorum,FH_201707,0
Penicillium sclerotiorum,FH_201708,0
Penicillium sclerotiorum,FH_201709,0
Penicillium sclerotiorum,FH_201710,0
Penicillium sclerotiorum,FH_201711,0.0307567703961663
Penicillium sclerotiorum,FH_201801,0
Penicillium sclerotiorum,FH_201803,0
Penicillium sclerotiorum,FH_201805,0.0886934205085131
Penicillium sclerotiorum,FH_201807,0.196802722145087
Penicillium sclerotiorum,LK_201706,0
Penicillium sclerotiorum,LK_201707,0
Penicillium sclerotiorum,LK_201708,0
Penicillium sclerotiorum,LK_201709,0
Penicillium sclerotiorum,LK_201710,1
Penicillium sclerotiorum,LK_201711,0.0363044333351562
Penicillium sclerotiorum,LK_201801,0
Penicillium sclerotiorum,LK_201803,0
Penicillium sclerotiorum,LK_201805,0
Penicillium sclerotiorum,LK_201807,0.481454901891159
Penicillium sclerotiorum,LL_201703,0
Penicillium sclerotiorum,LL_201705,0
Penicillium sclerotiorum,LL_201706,0
Penicillium sclerotiorum,LL_201707,0
Penicillium sclerotiorum,LL_201708,0
Penicillium sclerotiorum,LL_201709,0
Penicillium sclerotiorum,LL_201710,0
Penicillium sclerotiorum,LL_201711,0
Penicillium sclerotiorum,LL_201801,0
Penicillium sclerotiorum,LL_201803,0
Penicillium sclerotiorum,LL_201805,0
Penicillium sclerotiorum,LL_201807,0
Penicillium sclerotiorum,PO_201703,0
Penicillium sclerotiorum,PO_201705,0
Penicillium sclerotiorum,PO_201706,0
Penicillium sclerotiorum,PO_201707,0
Penicillium sclerotiorum,PO_201708,0
Penicillium sclerotiorum,PO_201709,0
Penicillium sclerotiorum,PO_201711,0.48476571506181
Penicillium sclerotiorum,PO_201801,0
Penicillium sclerotiorum,PO_201803,0
Penicillium sclerotiorum,PO_201805,0
Penicillium sclerotiorum,PO_201807,0.144679160171939
Penicillium sclerotiorum,SA_201703,0
Penicillium sclerotiorum,SA_201705,0
Penicillium sclerotiorum,SA_201706,0
Penicillium sclerotiorum,SA_201707,0
Penicillium sclerotiorum,SA_201708,0
Penicillium sclerotiorum,SA_201709,0
Penicillium sclerotiorum,SA_201711,0.0453700239054817
Penicillium sclerotiorum,SA_201801,0.296943847621136
